polarity,text
0,"Rule No. 1. It's sprinkle, sprinkle, sprinkle, sprinkle, sprinkle. No. I was like a dirty website. It was only, like a couple years old, but I was an adult, basically. Um. And I met this guy, he always, like, in London already. And he was like, oh, yeah, like, come meet me sort of thing. Matt. He like this. This is how immature I was, okay? He gave it. He was like, yeah, 200 pound cash. And I. He was like, where'd you wanna go? And I was like, oh, my God, I'm going to fucking primark. Like, I wanna go to primark, spend 200 pound. My innocent little mind. So don't hate on primarily. Oh, Amy."
-1,"I quit the mind. Oh my god! Who even needs these slogans at my age? Balance. Come on. Only you can get it without unbalanced with no messages on. Then these. I remember my mum has stuff like these. And she died when she was 17. That's a long time ago. And watch this. Watch. Wait for it, wait for it, wait for it. Yes, that four finger cup. What's that about? That's got to be a 3 to 4, right? Doing all different colours. Who are you kidding? And remember these skate bumps and that? I mean, come on,. I'm sitting in a bikini now doing this voice over. But look at this. Wait for it, wait for it, wait for it. And cowboy boots. And not just cowboy boots. Are you ready for it? You ready for it? You ready for it? The matching twat at"
1,whoopsy daisy I slipped there's two bags there so I slipped twice hi I'm lizzy and I've been changing my life and bag myself a new job and I had no clothes to wear so I had a good old trip to primark let's see what I got part ���� going in strong with some gold hoops two pound reduce to one pound 50 can't go wrong starting off with this gorgeous black midi dress I freaking love it we got it in khaki too like imagine this with some heels so cute I love it. I've just ripped my bag just ripped it even more that was oh I got this casual black blazer which I love there was also a double breasted one that was a lot like thicker but that did not look good on a curvy gal can you show brows on TikTok let's find out they look an absolute mess but three for 15 quid and they're non wireless you literally no they're wireless you can't go wrong these are gonna be my McDonald's eating pants but they're gonna like masquerade is office there look at the stretch of these okay you can't tell but they're good although they're very long so heels are definitely needed. I'm returning this one this was a mistake it looks like a lovely normal white shirt but it's see through as. I'm continuously trying to figure out how to wear a shirt as a big boobed gal and I don't seem to learn that you just can't gape they're not ready you're not ready look at these shoes. I bought the wrong size returning and exchanging for the correct size cause look how pretty oh fuck primark pants can't go wrong stick on nails because we're having a bit of a moment with my actual nails which I will not show you on camera but it's in my last private video if you're not bothered. I always try and get on with the primark trousers and I can't get on with them they're horrible material they they don't come up true to some bullets around to be honest they're cute though that's everything I got
-1,"I have either been so smart or so dumb. I was in the pajama section of Primark the other day, and I came across these shorts. These are pajama shorts, but hear me out. I thought these would look so cute in the summer with, like, a little tank top. We have a little gingham pair, probably my favorite pair, the beige kind of colored one, and then this pair as well. Not tried them on. They're 4 50 each, so let's see if they're see through or not. I am literally praying that they look good. We'll start off with the gang on pair. Okay. Maybe these aren't the sleigh that I thought they were. Actually feel so bloated because I've just got my period, so that's fun. Yeah. I'm, like, wearing the wrong color top. I don't know. Maybe they're, like, shorter. Very real, very open right now. Um, these shorts are making my body dysmorphia today and my body image feel so bad. So incredibly bad. Um,. I just feel they don't do anything for me. I literally feel just so boxy. I just feel like they are too much like pajama shorts for them to look good. And I really thought I did something. You know, I. I really thought that I hacked the system. Cheat the system? Um, yeah, these are very much giving pajama shorts. Maybe someone cooler than me can make them look good, but on me, on my body type,. I don't Think so? I'm upset. And just for shits and gigs, here's the last pair. Yeah, safe to say that was a big, fat fail. I sincerely apologize about catfishing. You all really thought those shorts were gonna give Pinterest girly? Um, but clearly not. Instead,. I look like somebody's dad. Were in the boxes."
0,"Oh, shit is about to go down in the town. I ain't gonna lie. King Batch is wilding and they about to throw mad fruit punches."
0,"Oh, a swan. That's nice. I like swans. Oh, shit."
1,Tasting the stitch waffle maker from primark pour the batter wait until the light goes out and they are ready fantasy delicious.
1,"I might have just released brand new bronzing drops. And this. This is a blush. Drunk elephant started the whole, like, bronzing drops trend. Gonna be honest, never gonna spend that. It's nice to see other products that, like different price points. So they're called the Instant Bronzing Drops by PS Pro. Two different shades they come in. So you have light medium, and there's also medium dark. 2 50. It says blendable drops for an instant glow. There's also hyaluronic acid and marula oil. I'm definitely not saying that. Right. That you can hear. They sound really liquidy. This the blush, and it looks like it's gonna be a pink. It's called the instant Blusher drops. Again, 3 50. Sounds like it's gonna be the same consistency. I got both shades because I think I'm gonna be a mix of the two shades. So this. Oh, god. Hello. No, I just can't straight away. This is light medium. Actually, that could. That could be me. I don't know how sheer they were gonna be, because, obviously, bronzing drops, essentially what these do, you can use them under your makeup, as your makeup, like, as your base. I know a lot of girlies will use this as their actual base. Like, people will check this on, go about their business, do what they gotta do. I think it's nice, though, to show you the both shades that they have right now so you can see it for different skin tones. This could be a bronzer shade for me. Before we start, just want to let you know. I'm feeling alright. Okay. I don't need that school wet paper towel. This is gonna channel the naturalness. I can't believe I'm saying that. This is what the girlies do. You know what's liquidy, but it's not like water. Oh yeah. I also picked up this. This Brush, Duo Fiber Bronzing Brush, 4. And I thought this could be nice to blend everything out with. Do you know what? It's kind of gold. The shine to it. It's got that like bronzy, almost like holiday glow, if that makes sense. This brush is molting a little bit, I think. I think I would probably pre conceal. You can see like scarring and stuff down here. It's definitely evened out the complexion. Definitely glowy. I'm looking a little bit glowy and a little bit hurry really quick. I'm just gonna take some my NARS pop concealer. This is what I use for breakouts. And just put a little bit on any scarring. Just pretend I've done this before. Yes. See, I would definitely pre conceal before because it just evens everything out. Because this is mostly glow for me. I don't know why. If I'm wearing something sheer and kind of glowy and it has like a slight tint to it, but doesn't really hold a lot of coverage. I feel like if I don't pre conceal, my skin always looks a little bit Patchy, a little bit muddy. Guys, this is actually drying down to touch. It doesn't have that sticky layer on the skin. You know, when it feels a little bit icky, it can be a little uncomfortable. Sometimes I actually can't feel this, which is a good sign, but I don't know if it's a bronze over the top of that, because I don't want to disturb whatever already done. Like, I don't know if that's a good idea, because it does dry a bit. Hmm. I'll do, like, a little bit. I don't think this is made for this, but, I mean, it's added a little something. I don't know if I'll do it again. Should we add a little tickle of concealer just on the under eye? Do you like how easy it is to check it on, though? Like,. I feel like this is a product that I would probably love. Like, say I'm going shopping with my sister in the morning or something, and I want something quick and glowy and just to make my skin look a little bit more alive. That's this product. Guys, I actually don't like this as bronzer look. It's like, don't bronze with them. Okay. Use them as an all over color. Time for the blush. Okay, let's do. Oh, okay. Nice. Oh, my God, that's so cute on the skin. It's picking up way more pigmented than I even thought it was gonna be. I thought it was gonna Shear out a lot. That glow. So the shimmer in it has made me look 10 times more glow. Now I almost look a bit sunburned. I quite like that. I'm gonna add my own cream bronzer quick, guys, just to finish it off. I feel like I need a little something on the edges. The natural face is going on. Who do I think I am? I don't know if I love it. I hate it. Maybe I need a little lip. Actually, these are kind of cute. Minus the brows. Of, like, everything else, I could do in five minutes. No sweat. There is definitely drying properties in this, though, so I would just watch that in terms of, like, layering your products on top. Tap the glow, and, like, the healthy skin complexion. 3 50. These two are going in my bag. I might just do this again."
-1,"Another thing about primark. Why does everyone say universities in America or not? Like, why does that say you? I'll actually have a mother. Who the fuck is going to you for my level? Actually, anybody go to my local college. That's it. Fuck off, primark. Pissing me off now."
1,"7 Primark beauty dupes you need to know about first is Wonder Lash Mascara is a dupe for the benefit. Their real one, the benefit one will set you back 24 50 Primarks just 3 52nd this tinted moisturizer is a great price it's just 5 and it's a dupe for the it cosmetics cc cream which cost a whopping 36 50 3rd the Radiant Glow Tanning drops are due for the Tan. Lux ones Tan Lux 36 Primark 3 4th these Vitamin C capsules are due for the Elizabeth Arden ones which cost a whopping 49. Primark ones 2 55th this dupe is for the Charlotte. Tilbury lip luster glosses they cost 20 and this Primark gloss is just 2 50 sick this Vitamin Enrich. Moisturizing Primer is the dupe for the Bobby. Brown one the Bobby Brown one is 49 so expensive. Primarks 4 50 and 7th another. Charlotte Tilbury dupe this time for the Hollywood Flawless filter the Charlotte. Tilbury one is 39 the Primark one just 6 follow follow follow"
-1,right guys don't mind the hair we are dying it this is your sign don't buy primark earrings so I was thinking my ears feeling a bit sore. I've just taken the earring out half of my ear has come out with the earring it's not pass it's like actually my ear and look there's a chunk of it gone so i've just taken them all out and they're all starting to do it and like i've never had a problem with them before guys just don't buy them
1,"Just me, or when you look at this mascara packaging, does that look very familiar? This is from Primark, though, and it's 3 50 this is the Primark one and then this is the Maybelline Sky High the packaging like with the raised font and everything the dupe is still pink but it's the formula thought it'd be the perfect time to try some just piecing together my makeup now which is why I look a little crazy just to make sure we're all happy here I am gonna curl my lashes you can calm down just to make sure that lashes as lifted as possible to get the best result follow my lashes don't curl the best you know some people get like this insane curl but hang that's something let's check out the wands that plastic bristles or wand more of a wet formula that's the Primark one and then just for the shits and gigs that's the sky high I think the Primark wand is actually a little bit bigger it's got more like a gradient from top to bottom let me put them side by side see that slight shape difference between the 2. Gonna do the Primark mascara on this side right ignore the fact I've got mascara going everywhere I do like that one though can you see I can get right in that outer corner really easily like I can really comb through the lashes with it as well look at my lashes That's kind of crazy. Should I do a second? Just a little second one? Yeah, that's definitely thickened up those lashes. Personally,. I don't think I'll take it anymore than the 2 coats. Call me crazy, but I actually think I preferred it with the one coat. I think the second is to weigh down the lash slightly. Maybe that's a personal preference, though, because I don't like them to look too thick some gigs. Let's do sky high on the other side, just to see now. I love this mascara. Actually one of my favourite mascaras. Okay, that's one coat. That is the second coat. What do we think? I think it looks the same. You already know we're gonna do the bottom ones too. Quick. Okay. Primark side, sky high side. Here are both the lashes side by side so you can compare the 2. I did just go in and quickly give my lashes a curl, like really gently, just to make sure they were as like as possible. What do you guys think now? Personally? Okay. Do I think both lashes look great? Yeah. Do I think both the lashes look very similar also? Yes. If I'm being really picky, maybe the Maybelline side is a little bit more separating. Keep in mind that these are both drugstore mascaras, though, so they're both really affordable. Guys, Maybelline. Sky High has always been a drugstore favourite of mine, but this Primark one. 3 50 listen I like Both. But i'mma let you do the math, okay?"
0,"This store pays 3000000 euros per month in rent, is the store of primark, a low-cost clothing brand. It is on the third busiest street in europe, here on gran via in madrid and is the largest store. and most visited in this country. But the craziest thing about this story is that the rent is paid to one of their biggest enemies, to amancio ortega,. Sara's owner, who also owns this building, did you know? And. yes. you like to learn more about business in the world, follow me."
0,Aisha Nicole Smith hi give me 20 grand to slide up inside instead of Jesus. I'm a little bitch so I'm a little bitch are you sure the glass
1,"So embarrassing story. I tripped and fell today into primark. Listen, I take zero responsibility cause my sister wanted to go in there. She wanted to get the Ritaura Primark cardigan. The support sister I am. I went with her, um, tripped and fell into the, uh, checkout. And here we are. So. Hi, Michael. Okay. These jeans, these are sick. How cool are these? They're like a cargo style. Almost like washed denim, high rise. These were 18. Cute little crop tops, trainers, that kind of thing. Bit of me. This top they also had in black as well. They didn't have my size in black, but they did in the pink. How cute is this? It's like a top cardigan hybrid. With that cute little fluffy collar to top it off. The fairy bits. Removable. I wanna wear it tight like a top. Like nice and fitting with like a cute bra underneath. Maybe like a denim skirt. That would look nice. 14 and I got a 2 XS. These are the ultimate autumn winter boot. Are you kidding? These are part of the Rita Oracle Club. And I just think they're so cool. The chunkiness, the heel high. It's like a dressy a boot. Are they just not like the ultimate coolest Bagby boot? Teddy slippers? I feel like everybody needs them. They're too cute. These are actually a repurchase for me because I did get them in the large. I am normally a medium, but I Got the large cause I tried them on in store and they felt very comfortable and the right size. They did stretch, so I needed to get the size now. So now I actually now make it 6 pounds. By the way, this might not be everybody's cup of tea, but I thought it'd be really sweet with like little jeans and stuff. It's a little knit cropped jumper. But it's got all these little pearls over it. I don't know if you can see that. Or even some nude leggings that would look nice. I got it in a medium. And this was 16. I'm a sucker for knitwear this time of year. Giving it wear anything and in my element. Primark pajamas. Sorry. For the best this time of year. I don't wanna hear it. We're not debating these ones. The wide leg shirt combo are my favourite. I've got these in so many colours now, but I think this is a new style. It's the black with the little peach hearts. I got size extra small and they're 15 pounds. Trust me, you will live in them. You won't regret it. No, because this picture, the scenes, girlies, you're on your period, okay? The pains are paining and you need some comfort. What are you gonna use? The pink hot water bottle. But it's not just any pink hot water bottle. This is literally like a cylinder. The hot water bottles at the back. So you can Put your arms in this. I've never seen one like this. It was 8. Gonna keep me warm and my womb. I mean, what more could I possibly want? I also picked up a couple of hoodies. These ones are my two favourites at the moment. Look at the Hello Kitty one. So it's just baby pink hello Kitty on the front, nothing on the back. It's one of the thick ones. I thought they have a couple of different versions in Primark. They have, like, their thicker, more structured ones and they have their thinner ones. I get the extra small small. And this was 26. That teddy fleece material. Don't you just wanna snuggle in that? And then I also got the green Bambi one. How gorgeous is the colorway of this? And Bambi. It's so cute. I feel like Molly Mae needs this. Molly 27. It was random home pickup, but I smell this and it smell amazing. It's the vanilla bean and mint brim spray. This one I'm gonna keep in the bedroom and I'm gonna spray on, like, the bedding and stuff. And I say, this literally smells like a perfume. I mean, this smells like a perfume. It's more vanillary, but, like, you get the hint of mint, so it smells really fresh. 4 50. So I always like to browse in the jewelry section, and I picked up a few little new earrings. This cute little kind of melted metal pair in gold. This was 2 50 and then almost like a bigger version of them. These were 3 50. I thought like, these would make a really cool statement earring. 3 50 little floral hoops. So like, these were really, really sweet. And then these ones I'm wearing now, these cute little textured hoops. They come in silver and gold. It's like a pack. It's part of the Reed's Oracle lab. I also picked up the vitamin enriched moisturising primer, but the pink versions. This is for breast cancer. So I thought report. And finally these two headbands. I've not tried them on yet, so. Suit me a nude. Kind of stretching it with the J on. This was 4. They also have this in a gray as well. And then this groovy black and white one. This was 4 50. Just like in the winter. I love a headband. I feel like you could wear that. Don't laugh. Is that how you wear these? I don't know. I guess you could also wear them like a normal headband too. Thicker. The tag is really doing it. Ha ha ha. So like,. I see guys do this. That looks really cute on them. They don't look nice. Anyway. That's my little primark call."
1,And these plates they give are giving expensive. Then matching napkins the pink plates it was just so cute I just can't keep up these glasses then they great bath bits like I bought this bath mat with the flowers then this chair amazing everything was adorable okay thank you so much great vibe then as if the plate and Homeware couldn't get better look at these lunch boxes 80 was contemplate bring this on the tube was not gonna work as you can see and then the plates also come in green. Then this one says Sweet Cheeks and then the bedding the bedding look oh my and the scalloped edges here everything is just incredible. I was like stunning. Had to buy those obviously okay they're giving I got cash and money in the bank teatowels incredible teatowels the rugs they had an incredible section of vases as well here's me running because look how cute everything is
0,"I went shopping yesterday, so I'm going to show you everything I bought. I went to the casing house, primark and arenal, okay? At primark, the first thing I bought was a sponge, this one is already wet, okay? It's not that big, okay? You know I use this one, which is so big from shein, that this one, if you wet it, it looks bigger, and well I saw this one in primark and I said,. I'm going to take it to try it, and I like mine better, this one is already wet, and this one you still wet it and they get bigger, that is to say that compares sizes, but well, to make the fix, well, that's fine, okay? Then I bought this bottle of stitch, which I saw and said, uh, it doesn't get any prettier. Oh,. I can't get this off. Well, whatever, it doesn't get any prettier. And I said for me to take to class, to leave here on the dresser, which is smaller, although I have my 2L bottle, which I am but well, a never hurts the collection again, okay? I also took this body oil, which has like glitter,. I don't know if you see it here, glitter, glitter, and I had already seen it some time ago, but here in the primark in vigo things arrive, em, who knows which one, when in other places they remove them to put new ones, here it arrives, and well, yesterday I saw it. and I said that I have to take it with me because it's today or never, and I already have it, okay? I also bought these 2 little bottles, which I have one,. I don't know if you already know, with make-up removal, and you fill it and squeeze it and that's it, and that's it. we needed more little bottles to put here on the dressing table, more practical, and well, it's worth 1 and it's great. I had another one, but, uh,. I gave it to my mother, okay? I also took this mirror that worked in primark, mine,. I don't know why it doesn't work,. I don't know if it will be defective, and this is supposed to illuminate, you're supposed to open it and it has light, but but the light,. I don't know where it is, it went, but,. I mean,. I don't know,. I mean, it's I turn here and I don't understand,. I don't know,. I have to see how I do to make it work, but no, it doesn't go. I also took these makeup remover wipes that I needed for my headdress, to keep here, and when I need them,. I have a makeup remover wipe and there is one thing, okay? I always went to primark and saw some vanity cases with my initial. I was never, ever, ever. If it was, it wasn't in a color I liked. I went to primark yesterday and found this, the complete kit must be with my initial. I said I have to take it because it's now or never. And this is useful for many things, to save for when you travel, so it is very necessary. And so it was this one so bigger, this one in tiny which is so thinner. And this one is bigger that they were never and they were just yesterday in pink with my initial, something, something. Fate was telling me. And I really can't be happier. I just can't be with you anymore. Then at the arenal I bought this mascara that I've wanted to try for a long time, which they say is very good. And the first one from sky high, which turns out everyone knew I was out but me. And I'll make a video trying it because I want to try it, really. Finally, in the house of cases I got these cell phone cases, these with the initial, because they never have my initial, so there is,. I have to take advantage of this one which is harder but softer this way. I love how it looks with the phone, because I also got a white protector. and it looks really good. And so that's all I bought myself. I was going to get my nails done and in the end you can leave me anything you need on my instagram."
0,But did you know that the tag they give you from primark is used to close the dressing room.
1,The other day we brought from Primark this marvel that is to go on a picnic and measures one 35x1. 50 and let's see how it is It comes with this correta so you can hang it when you go to the beach Vale We open it from here that comes with the Velcro so it stays up and Tara. Hey just in case it's bigger than it looked eh. Heh heh Ole what a good eh. Very good ready?
0,"Today. Oh, my God, what is that? Oh, my God, what is that?"
0,back again with more Primark dupes starting off with this concealer which is the truth for the Maybelline Instant Anti age erasers and it comes in various different shades next we have these eyeshadow primers which are the dupe for the urban decay eyeshadow prime potion here we have the Charlotte Tilbury dupes even the applicator is the same and as well as the shades finally the Charlotte Tilbury Flaws filter dupe let me know if you'd like to see a full face of dupes
1,"New Primark haul, so I picked up a few bits again. Girls. I got this beige dress and wow, it is just giving skims vibe. It looks so cute on, especially for 14. Perfect for a night out. Then I got this cute little jumper and these leather shorts. I put my Chanel belt on with it and bag just to dress it up. I love this for, like,. London shopping day. I got this beige Co that was only 28 and this big scarf. It's giving very autumn pumpkin patch vibes, and I just think it looks really expensive on. I got this cute little skirt and also this little jumper. What has a shirt detached? I did tie this at the back so it's more fitted. Then I got this little jacket and skirt. Paired this with my Fendi stuff. Let me know what you think of the looks."
-1,they are Zara. I do not recommend them at least for my powerful capped girlies website it's my own fault website didn't say anything about caster conference but I thought I would just take a chance and maybe the gods would smile on me no such luck. I could not get them past the middle of my life and I do think they look like upon closer inspection a bit cheaper because they were only 89 so I knew it was too good to be true however if you do have thinner lights. I would give them a go because I really like the how the heel is both slender there and wide there so you can walk on it and the squaring of the toe just feels really modern to me and silhouette wise is pretty much exactly what I'm looking for of course with all the fast fashion caveats they're probably not really great quality and I don't think they'll last that long but if you need something under 100 and your legs will fit them then give them a go my legs are 15 and 12 inches wide at the widest part of the circumference if that helps you with thinking of if your legs will fit them without fully measuring the circumference of this boot. I would say that if your calves are bigger than 14in in circumference they're they're not gonna fit so don't waste your money in that case these are them just search kneeld kneeled heeled knee high boot on Zara and give it a try. I don't I don't recommend them
-1,I hate online shopping so I ordered this dress in a size small and let me show you what it looks like on so this is the dress. I just yeah I think I look like a tablecloth to be honest. I don't know it just on the model it looked shorter and it just didn't look this poofy it's like a lot of poof so if you want to get it I suggest sizing down because the back is adjustable so you can tie this up or down as you want and same with like around the waist but personally I'm gonna have to return this
-1,welcome to part  of my primark haul part   was an epic fashion fail. I have high hopes this huge mongoose bag of accessories and home and things I like me some bougie sunglasses right I like big ones. I think they're wonky obviously I'm sure they used to be 80p I got a hair clip so I can put my hair up. I got a pair of trainers maybe theyll make me go walking why is there a stain best not to ask got a little baking dish cause it was pink. I bake sometimes ah ah ah. I'm gonna keep it on for the rest of the haul I do like a fun side plate. I also got a candle smells of something it doesn't say a I got a plant pot might paint this or spray it last up is I don't remember buying two candles oh this one's real cute smells a bit like an old lady if I'm honest thanks for watching have a great day bye
-1,after three long hours we finally made it to the front of the line oh my god
-1,"I'm almost at my favorite part. hold on and let by. damn, this shit is hard to come dead ass right now. yeah, I don't buy this shit from Shein. don't buy this. look, it's cute. don't buy it. thank God they're not like, paying me. wow."
-1,"Hey, TikTok, it's my birthday, and I have a really fun story to share. So it's not a strip club story, but it is still really funny. I went into Lululemon yesterday. I went looking around because I actually like their stuff. I had one bra of theirs for, like, years, and I actually just used it more like a bralette, because let's face it, if you have a big chest, um, their stuff really isn't gonna be supportive. I love their leggings. I love their tank tops that are, like, looser fitting like their jackets. I really can admit their stuff is good quality. It's expensive as hell, so it should be. Um, but their bras are lacking. They're not meant for women with anything bigger than a D cup, really. Maybe even a C cup,. I would argue. But anyway, if you see my previous videos, you know, I got. I got girls this doesn't really even. They don't even look as big as they are here. But I have other videos. You can kind of see that. Anyway, I walk up to 2 associates. It's a black man and a white looking girl. Okay, she did look kind of like a basic white girl, but I don't get canceled. So I'm say looking, because to me, that is how she looked. So I walk up to them and I say, Hey,. I really like your guys'sports bras. They fit me more like bralettes because I do have a Bigger chest. And I was wearing, like, pretty much, like, a sports bra that I was using as a shirt, kind of. And I'm like, See? I go, I have a big chest, but I do have a smaller waist. I've recently lost a lot of weight, and I don't know my size exactly. And tell me why. The girl looks at me and go,. I was like, you know,. I know you guys aren't really, like, big Tata friendly, but I want to see if you guys have anything. And I'm not trying to be mean. I'm just being realistic. I know what fits my body, and I know my shape, and I know their clothes. And the girl looks at me and goes, oh, no, we have something for all shapes and sizes. And, you know, we have some really good crop pants and this and that. I stopped her. I'm like, I'm sorry. What? I go, honey, you need to listen. I said, I'm looking at tops. I pointed to my chest. Why are you talking to me about pants? That's not what I'm here for. And she gritted her teeth and had to walk away because she wasn't helpful. And I'm sorry. If you're a retail associate, as soon as a customer comes walking up to you, and I'm not rude when I know I have your attention, obviously, if I can tell they're doing something,. I say, excuse me. I am actually very polite. I'm Like, excuse me, um, I have a question. Whatever. So I make sure I have their attention. I don't just ramble off and start talking if they're, like, on a headset or something or talking to a manager, like I do have. I used to work retail, so I get it. But the fact that she completely ignored what I said when I had her attention and she suggested something. Something completely off. Lululemon do better. Like, have your employees actually be educated on what's realistic for someone when they tell you what they're looking for. That's it. You guys have a great day. Bye. Bye."
-1,y'all my comm might have showed me the worst ap replica of all time you ready?  these shein pants. they are ap print replica shein pants is that angelic pretty on the booty? yeah that's angelic pretty on the booty apparently it did not sell well it is currently on clearance for 6.75 they have every single size from XS to XL available and the reviews are not great apparently they're made out of a spongy material that is used to make children's flame retardant sleepwear um and the waist is too big so um maybe don't buy this unless you wanna make some angelic pretty tote bags I don't know
-1,"Clothes in Zara that give me the ick as a stylist include sweaters with holes like this one. I can't believe this is 50. Denim shirts with bedazzling and weird design features that make no sense are also on the list. Cream dresses without any lining are hard to see on the phone, but you can literally see my entire hand through this. If it's super wrinkled on the rack, it's going to look even worse when you start to sit down and actually live in the garment. Trendy boots that won't be in next season, jackets without lining that won't keep you warm, and super thin buttons that feel paper-thin and cannot hold big boobies are all things I avoid. Another example of unsupportive buttons, fabric that looks cracked, more cracked fabric, a spray paint hoodie, and the thinnest trousers on planet Earth are also no-gos. I'm not kidding; if you have cellulite and don't want to wear an undergarment, you will be able to see it in these trousers."
-1,"all right. ultimately, this is the best I could come up with is a little black dress. I didn't like anything else. I hate this outfit. I, like, absolutely devastated that my dress didn't come because I wanted to be more sparkly. it is what it is. my hair curls came out pretty good. necklace, diamond earrings, just a pair of, like, sparkly black heels. best I could do. I'm devastated over the dress thing, but it is what it is."
-1,"Cousin, what the hell? Walk it off, Lululemon. I'll say it clear."
-1,"I just searched for bikinis and beach sliders on Shein. This is what has come up. Now I don't know whether to laugh or be extremely concerned about the 100 people that have purchased this and rated them 4.93 stars. Not only that, but they actually come in two different colours. This is giving foot fetish like in the most disturbing way. And just when I thought things couldn't get worse, this was another option and literally somebody just bought these. Who are buying these shoes? What in the waffle cone is this? Oh, that's enough Shein for one day. No, no, no, no, no."
-1,"y'all,. I'm done fucking with them. and because they're messing with my mind. what am I supposed to do with this? it. what am I supposed to do with this? oh, it covers one boob."
-1,what was the reason?! please look at this why y'all Shein better count their fucking days
-1,"I didn't wanna bring more attention to this situation. I just wanted to address a couple of things. that's what funky is about, and I wanna know what you guys think. but this whole show had nothing to do with London Fashion. London Fashion Week dismissed it. they said, this has nothing to do with it. pretty little thing, we're just trying to market itself to fit in. London Fashion Week. and the whole thing just left a. a really sour taste in my mouth, because, yes, they showed some great diversity, but I felt like that was almost done. it was almost done in a way. to manipulators like brainwashing us to think, oh, this is a positive thing, whilst perpetuating fast fashion and encouraging it and greenwashing again. announcing that pretty little thing are gonna do a marketplace where you can rebuy pretty little thing. I am. that is still low quality, unethically made, unsustainable. and they continue to push this one where mindset. I guess that's just what we expect from pretty little thing now. and now, because they're up in their prices, up in and up in them, there isn't even that excuse that I buy from pretty little things. it's cheap. that is all I've got to say. but what do you think?"
-1,"Okay, because I don't know why, but every Shein eyeliner I get, it does this. Every single one. So annoying. By the way, this is how the look came up."
-1,"Okay, so I just realized why, for the past, on those 20 years of me living, my mom is always like, let me see the substitute you ordered. And then she gives me her feedback right before I order them and buy them. And it's usually really good feedback. Like, those bottoms look like they're kind of small. Okay, no, I didn't ask this year. I didn't think about it. Right. I just kind of went for it. Let me show you this. Hold on. What are you supposed to do with this? Like, this is the front. Where is everything going? Where is everything going, girl? I don't know. Okay, this is the. This is honestly the worst one. Okay, there's that one, there's this one. But this is worse than pink underwear. Okay, this is worse. This is way worse. Oh, no, I'm not wearing that. I'm aware of that. So. I'm just really confused on where, like, where's the boundary of, like, this. This is too small. Like, all. She doesn't even show the real pictures of the back. Okay? You don't even know until you get it, and then you're like,. I didn't know. Some suits are just gonna keep getting smaller. At least the bottoms. But."
-1,"hey, babes. my name is Annalise and I buy the world's weirdest clothing items so that you don't have to. and recently, for a YouTube video,. I bought the weirdest items that I could find on Shein. and this was one of those items. so let's put it over this is what the dress looks, like, on. and I just have so many questions because, like, already it's such a weird desire to have this massive cut out feature up here. that is so long. that look, my boobs popping out and my underwears almost showing. and then she said, oh, no, that's not enough. let's add this really weird bottom half as well for Shein. that still wasn't enough because they added these really weird pink blanket material sleeve. I just do not understand. out of all the weird items I bought on the internet. I definitely think that this takes the cake. cause, like, who is really buying this and wearing it? I really wanna know. I really wanna know"
-1,"Um, so I got a pair of jeans that I ordered. What are these? I have a grandpa ass. Why? What is it? These are so unflattering. Oh, no. Baby's mad, but. Yep. Whoa. Built like a fucking board."
-1,"If you've ever ordered from Shein or thinking about ordering from Shein, you need to watch this. So I recently just redid my room, repainted the whole thing. I have nothing on my walls. And I ordered a bunch of stuff from Shein. I ordered a rug,. I ordered new posters, fake flowers, a bunch of stuff. And I want to show you what I got versus what I ordered. First, I ordered nine fake flowers. They sent me three. Let's start there. Next, I ordered a rug, and I'm not the best with math, but I know when things are not right. And the measurements are totally off. And I wanna show you the difference between this 80 by 1 20 rug and my 80 by 1 20 rug that I already have. I'm not gonna lie, the quality is not terrible. Like, I think it's pretty good quality, but are you kidding? Like, if that's 80 by 1:20, and that is too, like, something's totally off. And for my favorite part,. I have a single bed. I measured it. This should be 100 by 1:50. I don't know what this is, but there's no way, like, yeah, that's. That's gonna fit on my whole bed. No, shein, I am extremely disappointed and do not order. Disclaimer that this is probably my fault for trusting Shein, and, yeah, it's just my fault. Next, I ordered a few posters, and, like, this one, it's hard to unroll, but this one's Cute. Like, that one's good. This one's good, too. But this one's, like, dirty. Like,. I don't know if you can tell, but on the bottom, like, that's like dirt. So I also didn't know about all the things going on in Shein and that they're getting shut down. And I would have totally not ordered if I would have known those conditions. And I'm not gonna do this again. So learn from my mistake. Bye."
-1,i'm literally about to cry i haven't ordered anything online in over a year. And you tell me the first thing that i buy is this and it looks horrible okay like it would not look bad if it was up here but then if it's up here hellooo like this thing doesn't even look good it's not supposed to be like that. Alright i can tell you now no hysterical fake cry. Atleast it was eight bucks
-1,"shein, shein, shein. whatever your name is, I got a bone to pick with you. the fuck is this? this is supposed to be a medium, baby. what part of this is a medium? this is an eye patch, okay? this is an eye patch. this is not a medium. this is not a size 6. no part of this is a size 6, baby. like, you got me out here looking like a bust. a can of biscuits. you want all my lady bits to be falling out everywhere? and this is how you're supposed to wear the top? mind you, this is a medium. this is a size 6 according to your website. the fuck? I wear a small most days. this is not a medium. this is an extra small. you got my poor look. you got my poor girls over here looking redonkulous. what's wrong with you? I need, like, an XXXL in this. why is all the fabric in the back? the fuck is this? this is not comfortable. this. absolutely not. and you better take this shit back, because this is ridiculous. if this was in an extra large and it actually fit and there was enough fabric, it would be hella cute. this is not cute. you got my girls pointing 15 different directions. absolutely not. the fuck's wrong with you?"
